Group,Chunk Index,Chunk Text,User Story,Coverage,Score,Similarity
G,17,"Travel Search and Suggestions:
- Travel agents must be able to search for and suggest travel options based on the client's preferences and budget, using criteria such as destinations, travel dates, and transportation types","As a travel agent, I want to suggest travel options based on the clients' preferences and budget in order to simplify the search process for them.",Fully covered,1,0.8978468179702759
G,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a travel agent, I want to suggest travel options based on the clients' preferences and budget in order to simplify the search process for them.",Not covered,0,0.7219789028167725
G,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a travel agent, I want to suggest travel options based on the clients' preferences and budget in order to simplify the search process for them.",Not covered,0,0.648871660232544
G,4,"Clients:
- Individuals looking for travel services, including tickets, accommodation, and tourist activities","As a travel agent, I want to suggest travel options based on the clients' preferences and budget in order to simplify the search process for them.",Not covered,0,0.5807896852493286
GPT,21,"Itinerary and Voucher Viewing:
- Clients must be able to view their travel itineraries, including details about tickets, accommodations, and tours, as well as access and print travel vouchers for each booked service","As a Customer, I want to access and print travel vouchers so that I can have all the necessary documents to present during my trip.",Partially covered,1,0.657288670539856
GPT,14,- View itineraries and travel vouchers,"As a Customer, I want to access and print travel vouchers so that I can have all the necessary documents to present during my trip.",Partially covered,1,0.5868387818336487
GPT,19,"Payment and Documentation Management:
- The system must enable travel agents to manage payments for services contracted by clients and maintain the necessary documentation for each booking, such as receipts, vouchers, and itineraries","As a Customer, I want to access and print travel vouchers so that I can have all the necessary documents to present during my trip.",Partially covered,1,0.5176851749420166
GPT,10,- Manage payments and travel-related documentation,"As a Customer, I want to access and print travel vouchers so that I can have all the necessary documents to present during my trip.",Partially covered,1,0.4863951802253723
GPT,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a Customer, I want to access and print travel vouchers so that I can have all the necessary documents to present during my trip.",Not covered,0,0.4206525683403015
GPT,15,- Communicate with travel agents to ask questions or request modifications,"As a Customer, I want to communicate with travel agents to ask questions or request changes so that I can receive personalized assistance and adjust my booking as needed.",Fully covered,1,0.8460900783538818
GPT,22,"Client-Agent Communication:
- The system must facilitate communication between clients and travel agents, allowing clients to ask questions, request modifications to their reservations, and receive assistance throughout the planning and travel process","As a Customer, I want to communicate with travel agents to ask questions or request changes so that I can receive personalized assistance and adjust my booking as needed.",Fully covered,1,0.7386707663536072
GPT,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a Customer, I want to communicate with travel agents to ask questions or request changes so that I can receive personalized assistance and adjust my booking as needed.",Not covered,0,0.6798999309539795
GPT,5,"Actions:

Travel Agents:
- Register new clients and keep their information updated","As a Customer, I want to communicate with travel agents to ask questions or request changes so that I can receive personalized assistance and adjust my booking as needed.",Not covered,0,0.6700367331504822
GPT,16,"Functional Requirements:

Client Registration:
- The system must allow travel agents to register new clients and keep their information updated, including personal data, travel preferences, and booking history","As a Customer, I want to communicate with travel agents to ask questions or request changes so that I can receive personalized assistance and adjust my booking as needed.",Not covered,0,0.6332119703292847
GPT,18,"Service Booking:
- Travel agents must be able to issue airline, land, and river tickets, make hotel reservations (including room selection and dates), and organize city tour packages as requested by clients","As a Customer, I want to make bookings directly through the system so that I can secure the desired travel services quickly and efficiently.",Not covered,0,0.6494663953781128
GPT,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a Customer, I want to make bookings directly through the system so that I can secure the desired travel services quickly and efficiently.",Partially covered,1,0.6082977056503296
GPT,19,"Payment and Documentation Management:
- The system must enable travel agents to manage payments for services contracted by clients and maintain the necessary documentation for each booking, such as receipts, vouchers, and itineraries","As a Customer, I want to make bookings directly through the system so that I can secure the desired travel services quickly and efficiently.",Not covered,0,0.5637169480323792
GPT,21,"Itinerary and Voucher Viewing:
- Clients must be able to view their travel itineraries, including details about tickets, accommodations, and tours, as well as access and print travel vouchers for each booked service","As a Customer, I want to make bookings directly through the system so that I can secure the desired travel services quickly and efficiently.",Not covered,0,0.5489861369132996
GPT,16,"Functional Requirements:

Client Registration:
- The system must allow travel agents to register new clients and keep their information updated, including personal data, travel preferences, and booking history","As a Customer, I want to make bookings directly through the system so that I can secure the desired travel services quickly and efficiently.",Not covered,0,0.5356184244155884
GPT,12,- Request quotes and make reservations,"As a Customer, I want to request quotes for travel services so that I can compare prices and choose the best option for my trip.",Partially covered,1,0.6126792430877686
GPT,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a Customer, I want to request quotes for travel services so that I can compare prices and choose the best option for my trip.",Partially covered,1,0.6122251749038696
GPT,6,- Search for and suggest travel options based on the client's preferences and budget,"As a Customer, I want to request quotes for travel services so that I can compare prices and choose the best option for my trip.",Not covered,0,0.5763977766036987
GPT,17,"Travel Search and Suggestions:
- Travel agents must be able to search for and suggest travel options based on the client's preferences and budget, using criteria such as destinations, travel dates, and transportation types","As a Customer, I want to request quotes for travel services so that I can compare prices and choose the best option for my trip.",Not covered,0,0.558795690536499
GPT,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a Customer, I want to request quotes for travel services so that I can compare prices and choose the best option for my trip.",Partially covered,1,0.5171113610267639
GPT,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a Customer, I want to search for travel options, including flights, hotels, and tours, so that I can find and choose the services that best meet my needs.",Fully covered,1,0.7881914377212524
GPT,17,"Travel Search and Suggestions:
- Travel agents must be able to search for and suggest travel options based on the client's preferences and budget, using criteria such as destinations, travel dates, and transportation types","As a Customer, I want to search for travel options, including flights, hotels, and tours, so that I can find and choose the services that best meet my needs.",Not covered,0,0.7509055733680725
GPT,6,- Search for and suggest travel options based on the client's preferences and budget,"As a Customer, I want to search for travel options, including flights, hotels, and tours, so that I can find and choose the services that best meet my needs.",Not covered,0,0.7292588353157043
GPT,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a Customer, I want to search for travel options, including flights, hotels, and tours, so that I can find and choose the services that best meet my needs.",Partially covered,1,0.6437893509864807
GPT,4,"Clients:
- Individuals looking for travel services, including tickets, accommodation, and tourist activities","As a Customer, I want to search for travel options, including flights, hotels, and tours, so that I can find and choose the services that best meet my needs.",Fully covered,1,0.6330965757369995
GPT,14,- View itineraries and travel vouchers,"As a Customer, I want to view my travel itineraries so that I can check details about flights, accommodation, and tours.",Fully covered,1,0.6638094186782837
GPT,21,"Itinerary and Voucher Viewing:
- Clients must be able to view their travel itineraries, including details about tickets, accommodations, and tours, as well as access and print travel vouchers for each booked service","As a Customer, I want to view my travel itineraries so that I can check details about flights, accommodation, and tours.",Partially covered,1,0.6584739685058594
GPT,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a Customer, I want to view my travel itineraries so that I can check details about flights, accommodation, and tours.",Not covered,0,0.5704203844070435
GPT,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a Customer, I want to view my travel itineraries so that I can check details about flights, accommodation, and tours.",Not covered,0,0.5182827115058899
GPT,17,"Travel Search and Suggestions:
- Travel agents must be able to search for and suggest travel options based on the client's preferences and budget, using criteria such as destinations, travel dates, and transportation types","As a Customer, I want to view my travel itineraries so that I can check details about flights, accommodation, and tours.",Not covered,0,0.5091735124588013
GPT,8,"- Make hotel reservations, including room selection and dates","As a Travel Agent, I want to book hotels, including room selection and dates, so that clients have confirmed accommodations during their trips.",Fully covered,1,0.7284589409828186
GPT,18,"Service Booking:
- Travel agents must be able to issue airline, land, and river tickets, make hotel reservations (including room selection and dates), and organize city tour packages as requested by clients","As a Travel Agent, I want to book hotels, including room selection and dates, so that clients have confirmed accommodations during their trips.",Partially covered,1,0.6463423371315002
GPT,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a Travel Agent, I want to book hotels, including room selection and dates, so that clients have confirmed accommodations during their trips.",Not covered,0,0.6220603585243225
GPT,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a Travel Agent, I want to book hotels, including room selection and dates, so that clients have confirmed accommodations during their trips.",Not covered,0,0.5911906361579895
GPT,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a Travel Agent, I want to book hotels, including room selection and dates, so that clients have confirmed accommodations during their trips.",Partially covered,1,0.5784353613853455
GPT,7,"- Issue airline, land, and river tickets","As a Travel Agent, I want to issue air, land, and river tickets so that I can provide the necessary tickets for the clients' travel.",Fully covered,1,0.7515550255775452
GPT,18,"Service Booking:
- Travel agents must be able to issue airline, land, and river tickets, make hotel reservations (including room selection and dates), and organize city tour packages as requested by clients","As a Travel Agent, I want to issue air, land, and river tickets so that I can provide the necessary tickets for the clients' travel.",Partially covered,1,0.6993329524993896
GPT,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a Travel Agent, I want to issue air, land, and river tickets so that I can provide the necessary tickets for the clients' travel.",Partially covered,1,0.5330176949501038
GPT,19,"Payment and Documentation Management:
- The system must enable travel agents to manage payments for services contracted by clients and maintain the necessary documentation for each booking, such as receipts, vouchers, and itineraries","As a Travel Agent, I want to issue air, land, and river tickets so that I can provide the necessary tickets for the clients' travel.",Not covered,0,0.5013645887374878
GPT,21,"Itinerary and Voucher Viewing:
- Clients must be able to view their travel itineraries, including details about tickets, accommodations, and tours, as well as access and print travel vouchers for each booked service","As a Travel Agent, I want to issue air, land, and river tickets so that I can provide the necessary tickets for the clients' travel.",Not covered,0,0.4981103539466858
GPT,19,"Payment and Documentation Management:
- The system must enable travel agents to manage payments for services contracted by clients and maintain the necessary documentation for each booking, such as receipts, vouchers, and itineraries","As a Travel Agent, I want to keep the necessary documentation for each booking so that I can provide receipts, vouchers, and complete itineraries to clients.",Partially covered,1,0.7531217336654663
GPT,10,- Manage payments and travel-related documentation,"As a Travel Agent, I want to keep the necessary documentation for each booking so that I can provide receipts, vouchers, and complete itineraries to clients.",Partially covered,1,0.6022796034812927
GPT,21,"Itinerary and Voucher Viewing:
- Clients must be able to view their travel itineraries, including details about tickets, accommodations, and tours, as well as access and print travel vouchers for each booked service","As a Travel Agent, I want to keep the necessary documentation for each booking so that I can provide receipts, vouchers, and complete itineraries to clients.",Not covered,0,0.5766152739524841
GPT,16,"Functional Requirements:

Client Registration:
- The system must allow travel agents to register new clients and keep their information updated, including personal data, travel preferences, and booking history","As a Travel Agent, I want to keep the necessary documentation for each booking so that I can provide receipts, vouchers, and complete itineraries to clients.",Not covered,0,0.5501291155815125
GPT,18,"Service Booking:
- Travel agents must be able to issue airline, land, and river tickets, make hotel reservations (including room selection and dates), and organize city tour packages as requested by clients","As a Travel Agent, I want to keep the necessary documentation for each booking so that I can provide receipts, vouchers, and complete itineraries to clients.",Not covered,0,0.5350165367126465
GPT,19,"Payment and Documentation Management:
- The system must enable travel agents to manage payments for services contracted by clients and maintain the necessary documentation for each booking, such as receipts, vouchers, and itineraries","As a Travel Agent, I want to manage payments related to the services booked by clients so that I can ensure all transactions are processed and documented correctly.",Partially covered,1,0.7978190183639526
GPT,10,- Manage payments and travel-related documentation,"As a Travel Agent, I want to manage payments related to the services booked by clients so that I can ensure all transactions are processed and documented correctly.",Partially covered,1,0.7046051621437073
GPT,18,"Service Booking:
- Travel agents must be able to issue airline, land, and river tickets, make hotel reservations (including room selection and dates), and organize city tour packages as requested by clients","As a Travel Agent, I want to manage payments related to the services booked by clients so that I can ensure all transactions are processed and documented correctly.",Not covered,0,0.5881911516189575
GPT,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a Travel Agent, I want to manage payments related to the services booked by clients so that I can ensure all transactions are processed and documented correctly.",Partially covered,1,0.5814138054847717
GPT,5,"Actions:

Travel Agents:
- Register new clients and keep their information updated","As a Travel Agent, I want to manage payments related to the services booked by clients so that I can ensure all transactions are processed and documented correctly.",Not covered,0,0.5483918190002441
GPT,9,"- Organize city tour packages, including transportation and tour guides if necessary","As a Travel Agent, I want to organize tour packages in tourist cities so that clients can enjoy activities and tours during their stay.",Fully covered,1,0.8062386512756348
GPT,18,"Service Booking:
- Travel agents must be able to issue airline, land, and river tickets, make hotel reservations (including room selection and dates), and organize city tour packages as requested by clients","As a Travel Agent, I want to organize tour packages in tourist cities so that clients can enjoy activities and tours during their stay.",Partially covered,1,0.6661982536315918
GPT,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a Travel Agent, I want to organize tour packages in tourist cities so that clients can enjoy activities and tours during their stay.",Not covered,0,0.6384609341621399
GPT,4,"Clients:
- Individuals looking for travel services, including tickets, accommodation, and tourist activities","As a Travel Agent, I want to organize tour packages in tourist cities so that clients can enjoy activities and tours during their stay.",Partially covered,1,0.6070153713226318
GPT,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a Travel Agent, I want to organize tour packages in tourist cities so that clients can enjoy activities and tours during their stay.",Partially covered,1,0.6063960194587708
GPT,5,"Actions:

Travel Agents:
- Register new clients and keep their information updated","As a Travel Agent, I want to register new clients so that I can keep their information up to date and manage their bookings.",Fully covered,1,0.7510428428649902
GPT,16,"Functional Requirements:

Client Registration:
- The system must allow travel agents to register new clients and keep their information updated, including personal data, travel preferences, and booking history","As a Travel Agent, I want to register new clients so that I can keep their information up to date and manage their bookings.",Fully covered,1,0.7433184385299683
GPT,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a Travel Agent, I want to register new clients so that I can keep their information up to date and manage their bookings.",Partially covered,1,0.5755618810653687
GPT,22,"Client-Agent Communication:
- The system must facilitate communication between clients and travel agents, allowing clients to ask questions, request modifications to their reservations, and receive assistance throughout the planning and travel process","As a Travel Agent, I want to register new clients so that I can keep their information up to date and manage their bookings.",Not covered,0,0.5501580238342285
GPT,18,"Service Booking:
- Travel agents must be able to issue airline, land, and river tickets, make hotel reservations (including room selection and dates), and organize city tour packages as requested by clients","As a Travel Agent, I want to register new clients so that I can keep their information up to date and manage their bookings.",Not covered,0,0.5474138259887695
GPT,6,- Search for and suggest travel options based on the client's preferences and budget,"As a Travel Agent, I want to search for travel options so that I can suggest the best choices based on the clients' preferences and budget.",Fully covered,1,0.9086953401565552
GPT,17,"Travel Search and Suggestions:
- Travel agents must be able to search for and suggest travel options based on the client's preferences and budget, using criteria such as destinations, travel dates, and transportation types","As a Travel Agent, I want to search for travel options so that I can suggest the best choices based on the clients' preferences and budget.",Fully covered,1,0.8990489840507507
GPT,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a Travel Agent, I want to search for travel options so that I can suggest the best choices based on the clients' preferences and budget.",Not covered,0,0.7533979415893555
GPT,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a Travel Agent, I want to search for travel options so that I can suggest the best choices based on the clients' preferences and budget.",Not covered,0,0.6399832963943481
GPT,4,"Clients:
- Individuals looking for travel services, including tickets, accommodation, and tourist activities","As a Travel Agent, I want to search for travel options so that I can suggest the best choices based on the clients' preferences and budget.",Not covered,0,0.5883569121360779
GPT,17,"Travel Search and Suggestions:
- Travel agents must be able to search for and suggest travel options based on the client's preferences and budget, using criteria such as destinations, travel dates, and transportation types","As a Travel Agent, I want to suggest travel options to clients so that they can choose the best alternative according to their preferences and needs..",Partially covered,1,0.8111679553985596
GPT,6,- Search for and suggest travel options based on the client's preferences and budget,"As a Travel Agent, I want to suggest travel options to clients so that they can choose the best alternative according to their preferences and needs..",Fully covered,1,0.8101104497909546
GPT,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a Travel Agent, I want to suggest travel options to clients so that they can choose the best alternative according to their preferences and needs..",Not covered,0,0.6840659379959106
GPT,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a Travel Agent, I want to suggest travel options to clients so that they can choose the best alternative according to their preferences and needs..",Not covered,0,0.5875610113143921
GPT,4,"Clients:
- Individuals looking for travel services, including tickets, accommodation, and tourist activities","As a Travel Agent, I want to suggest travel options to clients so that they can choose the best alternative according to their preferences and needs..",Not covered,0,0.5776114463806152
GPT,5,"Actions:

Travel Agents:
- Register new clients and keep their information updated","As a Travel Agent, I want to update information of existing clients so that I can keep the data accurate and relevant for future interactions and bookings.",Fully covered,1,0.6867084503173828
GPT,16,"Functional Requirements:

Client Registration:
- The system must allow travel agents to register new clients and keep their information updated, including personal data, travel preferences, and booking history","As a Travel Agent, I want to update information of existing clients so that I can keep the data accurate and relevant for future interactions and bookings.",Partially covered,1,0.6431844234466553
GPT,22,"Client-Agent Communication:
- The system must facilitate communication between clients and travel agents, allowing clients to ask questions, request modifications to their reservations, and receive assistance throughout the planning and travel process","As a Travel Agent, I want to update information of existing clients so that I can keep the data accurate and relevant for future interactions and bookings.",Not covered,0,0.547307550907135
GPT,15,- Communicate with travel agents to ask questions or request modifications,"As a Travel Agent, I want to update information of existing clients so that I can keep the data accurate and relevant for future interactions and bookings.",Not covered,0,0.5357046127319336
GPT,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a Travel Agent, I want to update information of existing clients so that I can keep the data accurate and relevant for future interactions and bookings.",Partially covered,1,0.4562861919403076
Qwen/Qwen3-0.6B,22,"Client-Agent Communication:
- The system must facilitate communication between clients and travel agents, allowing clients to ask questions, request modifications to their reservations, and receive assistance throughout the planning and travel process","As a client, I want to communicate with travel agents to ask questions, request modifications to their reservations, and receive assistance throughout the planning and travel process.",Fully covered,1,0.8751594424247742
Qwen/Qwen3-0.6B,15,- Communicate with travel agents to ask questions or request modifications,"As a client, I want to communicate with travel agents to ask questions, request modifications to their reservations, and receive assistance throughout the planning and travel process.",Fully covered,1,0.8548964858055115
Qwen/Qwen3-0.6B,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a client, I want to communicate with travel agents to ask questions, request modifications to their reservations, and receive assistance throughout the planning and travel process.",Not covered,0,0.7475851774215698
Qwen/Qwen3-0.6B,5,"Actions:

Travel Agents:
- Register new clients and keep their information updated","As a client, I want to communicate with travel agents to ask questions, request modifications to their reservations, and receive assistance throughout the planning and travel process.",Not covered,0,0.7065204381942749
Qwen/Qwen3-0.6B,18,"Service Booking:
- Travel agents must be able to issue airline, land, and river tickets, make hotel reservations (including room selection and dates), and organize city tour packages as requested by clients","As a client, I want to communicate with travel agents to ask questions, request modifications to their reservations, and receive assistance throughout the planning and travel process.",Not covered,0,0.6618354320526123
Qwen/Qwen3-0.6B,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a client, I want to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface.",Fully covered,1,0.9189924597740173
Qwen/Qwen3-0.6B,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a client, I want to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface.",Partially covered,1,0.6749152541160583
Qwen/Qwen3-0.6B,17,"Travel Search and Suggestions:
- Travel agents must be able to search for and suggest travel options based on the client's preferences and budget, using criteria such as destinations, travel dates, and transportation types","As a client, I want to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface.",Not covered,0,0.6530595421791077
Qwen/Qwen3-0.6B,6,- Search for and suggest travel options based on the client's preferences and budget,"As a client, I want to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface.",Not covered,0,0.6315298676490784
Qwen/Qwen3-0.6B,12,- Request quotes and make reservations,"As a client, I want to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface.",Fully covered,1,0.5926099419593811
Qwen/Qwen3-0.6B,21,"Itinerary and Voucher Viewing:
- Clients must be able to view their travel itineraries, including details about tickets, accommodations, and tours, as well as access and print travel vouchers for each booked service","As a client, I want to view my travel itineraries, including details about tickets, accommodations, and tours, as well as access and print travel vouchers for each booked service.",Fully covered,1,0.8469171524047852
Qwen/Qwen3-0.6B,14,- View itineraries and travel vouchers,"As a client, I want to view my travel itineraries, including details about tickets, accommodations, and tours, as well as access and print travel vouchers for each booked service.",Fully covered,1,0.754558265209198
Qwen/Qwen3-0.6B,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a client, I want to view my travel itineraries, including details about tickets, accommodations, and tours, as well as access and print travel vouchers for each booked service.",Not covered,0,0.6466411352157593
Qwen/Qwen3-0.6B,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a client, I want to view my travel itineraries, including details about tickets, accommodations, and tours, as well as access and print travel vouchers for each booked service.",Not covered,0,0.6272926330566406
Qwen/Qwen3-0.6B,4,"Clients:
- Individuals looking for travel services, including tickets, accommodation, and tourist activities","As a client, I want to view my travel itineraries, including details about tickets, accommodations, and tours, as well as access and print travel vouchers for each booked service.",Partially covered,1,0.592910647392273
Qwen/Qwen3-0.6B,16,"Functional Requirements:

Client Registration:
- The system must allow travel agents to register new clients and keep their information updated, including personal data, travel preferences, and booking history","As a travel agent, I want to be able to register new clients and keep their information updated, including personal data, travel preferences, and booking history.",Fully covered,1,0.839086651802063
Qwen/Qwen3-0.6B,5,"Actions:

Travel Agents:
- Register new clients and keep their information updated","As a travel agent, I want to be able to register new clients and keep their information updated, including personal data, travel preferences, and booking history.",Fully covered,1,0.8119152188301086
Qwen/Qwen3-0.6B,22,"Client-Agent Communication:
- The system must facilitate communication between clients and travel agents, allowing clients to ask questions, request modifications to their reservations, and receive assistance throughout the planning and travel process","As a travel agent, I want to be able to register new clients and keep their information updated, including personal data, travel preferences, and booking history.",Not covered,0,0.6197924613952637
Qwen/Qwen3-0.6B,15,- Communicate with travel agents to ask questions or request modifications,"As a travel agent, I want to be able to register new clients and keep their information updated, including personal data, travel preferences, and booking history.",Not covered,0,0.601798951625824
Qwen/Qwen3-0.6B,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a travel agent, I want to be able to register new clients and keep their information updated, including personal data, travel preferences, and booking history.",Partially covered,1,0.5997710227966309
Qwen/Qwen3-0.6B,18,"Service Booking:
- Travel agents must be able to issue airline, land, and river tickets, make hotel reservations (including room selection and dates), and organize city tour packages as requested by clients","As a travel agent, I want to issue airline, land, and river tickets, make hotel reservations, including room selection and dates, and organize city tour packages, including transportation and tour guides if necessary.",Fully covered,1,0.8912971615791321
Qwen/Qwen3-0.6B,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a travel agent, I want to issue airline, land, and river tickets, make hotel reservations, including room selection and dates, and organize city tour packages, including transportation and tour guides if necessary.",Fully covered,1,0.7242698669433594
Qwen/Qwen3-0.6B,9,"- Organize city tour packages, including transportation and tour guides if necessary","As a travel agent, I want to issue airline, land, and river tickets, make hotel reservations, including room selection and dates, and organize city tour packages, including transportation and tour guides if necessary.",Fully covered,1,0.675645649433136
Qwen/Qwen3-0.6B,2,"Offering a wide range of services, including the sale of airline, land, and river tickets, hotel reservations, and city tour organization, the agency is looking to implement a management system to optimize its operations and improve customer service","As a travel agent, I want to issue airline, land, and river tickets, make hotel reservations, including room selection and dates, and organize city tour packages, including transportation and tour guides if necessary.",Fully covered,1,0.6247782707214355
Qwen/Qwen3-0.6B,17,"Travel Search and Suggestions:
- Travel agents must be able to search for and suggest travel options based on the client's preferences and budget, using criteria such as destinations, travel dates, and transportation types","As a travel agent, I want to issue airline, land, and river tickets, make hotel reservations, including room selection and dates, and organize city tour packages, including transportation and tour guides if necessary.",Not covered,0,0.6204457879066467
Qwen/Qwen3-0.6B,19,"Payment and Documentation Management:
- The system must enable travel agents to manage payments for services contracted by clients and maintain the necessary documentation for each booking, such as receipts, vouchers, and itineraries","As a travel agent, I want to manage payments for services contracted by clients and maintain the necessary documentation for each booking, such as receipts, vouchers, and itineraries.",Fully covered,1,0.8777022361755371
Qwen/Qwen3-0.6B,10,- Manage payments and travel-related documentation,"As a travel agent, I want to manage payments for services contracted by clients and maintain the necessary documentation for each booking, such as receipts, vouchers, and itineraries.",Fully covered,1,0.743212103843689
Qwen/Qwen3-0.6B,3,"Users:
Travel Agents:
- Responsible for assisting customers, making reservations, issuing tickets and hotel vouchers, and organizing tours","As a travel agent, I want to manage payments for services contracted by clients and maintain the necessary documentation for each booking, such as receipts, vouchers, and itineraries.",Partially covered,1,0.6096379160881042
Qwen/Qwen3-0.6B,18,"Service Booking:
- Travel agents must be able to issue airline, land, and river tickets, make hotel reservations (including room selection and dates), and organize city tour packages as requested by clients","As a travel agent, I want to manage payments for services contracted by clients and maintain the necessary documentation for each booking, such as receipts, vouchers, and itineraries.",Not covered,0,0.584040105342865
Qwen/Qwen3-0.6B,22,"Client-Agent Communication:
- The system must facilitate communication between clients and travel agents, allowing clients to ask questions, request modifications to their reservations, and receive assistance throughout the planning and travel process","As a travel agent, I want to manage payments for services contracted by clients and maintain the necessary documentation for each booking, such as receipts, vouchers, and itineraries.",Not covered,0,0.543148398399353
Qwen/Qwen3-0.6B,17,"Travel Search and Suggestions:
- Travel agents must be able to search for and suggest travel options based on the client's preferences and budget, using criteria such as destinations, travel dates, and transportation types","As a travel agent, I want to search for and suggest travel options based on the client's preferences and budget, using criteria such as destinations, travel dates, and transportation types.",Fully covered,1,0.9421200156211853
Qwen/Qwen3-0.6B,6,- Search for and suggest travel options based on the client's preferences and budget,"As a travel agent, I want to search for and suggest travel options based on the client's preferences and budget, using criteria such as destinations, travel dates, and transportation types.",Fully covered,1,0.8684504628181458
Qwen/Qwen3-0.6B,11,"Clients:
- Search for travel options, including tickets, hotels, and tourist activities","As a travel agent, I want to search for and suggest travel options based on the client's preferences and budget, using criteria such as destinations, travel dates, and transportation types.",Not covered,0,0.7297838926315308
Qwen/Qwen3-0.6B,20,"Client Travel Search and Booking:
- Clients must be able to search for travel options, request quotes, and make reservations directly through the system, using a user-friendly and intuitive interface","As a travel agent, I want to search for and suggest travel options based on the client's preferences and budget, using criteria such as destinations, travel dates, and transportation types.",Not covered,0,0.6848207712173462
Qwen/Qwen3-0.6B,4,"Clients:
- Individuals looking for travel services, including tickets, accommodation, and tourist activities","As a travel agent, I want to search for and suggest travel options based on the client's preferences and budget, using criteria such as destinations, travel dates, and transportation types.",Not covered,0,0.5553173422813416
Qwen/Qwen3-1.7B,15,- Communicate with travel agents to ask questions or request modifications,"As a client, I want to communicate with travel agents to ask questions or request modifications so that I can ensure my travel experience meets my expectations.",Fully covered,1,0.917056143283844
Qwen/Qwen3-1.7B,22,"Client-Agent Communication:
- The system must facilitate communication between clients and travel agents, allowing clients to ask questions, request modifications to their reservations, and receive assistance throughout the planning and travel process","As a client, I want to communicate with travel agents to ask questions or request modifications so that I can ensure my travel experience meets my expectations.",Fully covered,1,0.8287962675094604
Qwen/Qwen3-1.7B,5,"Actions:

Travel Agents:
- Register new clients and keep their information updated","As a client, I want to communicate with travel agents to ask questions or request modifications so that I can ensure my travel experience meets my expectations.",Not covered,0,0.7042757868766785
