,Unnamed: 0,chunk_id,User Story,Chunk Text,Unnamed: 4,Score
2640,4304,116,"As the IFA administrator, I want to be able to register new teams for the system, so that I can keep the system up to date.","Spk 1: what else? So eventually should register to the system internet so we can be able to identification. Otherwise it would be just a guest.
Spk 0: Yeah, user profile for everyone. username. Okay. Mhm.
Spk 1: There was an issue out. How do I register a team? So processes that uh uh the team manager or the owner approached the IFA asked for uh opening a new team with status with a certain valid documents and then the IFA Approved its registration and point the registration. It can now manage a team with the players, the coaches, the stadium and other resources.",,1
2642,4378,118,"As the IFA administrator, I want to be able to register new teams for the system, so that I can keep the system up to date.","Spk 1: There was an issue out. How do I register a team? So processes that uh uh the team manager or the owner approached the IFA asked for uh opening a new team with status with a certain valid documents and then the IFA Approved its registration and point the registration. It can now manage a team with the players, the coaches, the stadium and other resources.
Spk 0: Yeah. This is the body of another the base, I mean. Also, do you need scheduling archives like past season scheduling archives?
Spk 1: Yeah. All past archives should be kept. The reason that it should be kept. It's to allow some kind of recommendation reasoning maybe for the funds that are uh involved in gambling and reason about the future by okay. Last event. So. Okay. Uh So we need to keep the data. Um Yeah what else. Not sure but we we mentioned the I. F. A. should be able to define the league, define the season, appoint referee or register referees, setting the various policies for the budget for the game, policy scheduling for the referee scheduling. And then of course activate. Is uh policy uncertain uh leagues. Um Same, that's about it.",,1
2643,4452,120,"As the IFA administrator, I want to be able to register new teams for the system, so that I can keep the system up to date.","Spk 1: Yeah. All past archives should be kept. The reason that it should be kept. It's to allow some kind of recommendation reasoning maybe for the funds that are uh involved in gambling and reason about the future by okay. Last event. So. Okay. Uh So we need to keep the data. Um Yeah what else. Not sure but we we mentioned the I. F. A. should be able to define the league, define the season, appoint referee or register referees, setting the various policies for the budget for the game, policy scheduling for the referee scheduling. And then of course activate. Is uh policy uncertain uh leagues. Um Same, that's about it.
Spk 2: Okay. Uh Registering referees also called uh registering calls for registering the players themselves how they are handled there brought into the IFA Or out of the IFA. I mean if appear
Spk 1: so, referees are appointed by the IFA. Representative insert invites the referee to being part of the system for the players. The team entered the details into the system.",,0
2644,1936,52,"As the IFA administrator, I want to be able to register new teams for the system, so that I can keep the system up to date.","Spk 0: Yeah. Okay. So you mentioned this in your own uh in the software like this is how you should schedule.
Spk 1: uh policy you have at least uh you have the number of teams multiplied by two days where the next match
Spk 2: And you need to be to be able to define these parameters into the system to be built. Right.",,0
2645,3157,85,"As the IFA administrator, I want to be able to register new teams for the system, so that I can keep the system up to date.","Spk 1: Yeah that's a good idea. Uh We didn't talk about it but it might be some feature maybe in a future version. Yeah.
Spk 2: Okay. Um What what what level of involvement involvement do you expect your in house IT Team to have in the system and what level of and what do you want to outsource or or delegate to other campaigns?
Spk 1: So basically the IFA is not a software company. We were moving like uh to a uh to develop a maintenance system. So what we are looking for is a kind of outsourcing the entire development and maintenance. The communication between the software development and the IFA will be tasked through the information there IT Department. But the idea is that the uh IT department will out of the activity and the real development and we were essentially as the client for the company.",,0
2772,4454,120,"As the IFA manager, I want to be able to approve new leagues that are added to the system, so that I can maintain integrity.","Spk 1: Yeah. All past archives should be kept. The reason that it should be kept. It's to allow some kind of recommendation reasoning maybe for the funds that are uh involved in gambling and reason about the future by okay. Last event. So. Okay. Uh So we need to keep the data. Um Yeah what else. Not sure but we we mentioned the I. F. A. should be able to define the league, define the season, appoint referee or register referees, setting the various policies for the budget for the game, policy scheduling for the referee scheduling. And then of course activate. Is uh policy uncertain uh leagues. Um Same, that's about it.
Spk 2: Okay. Uh Registering referees also called uh registering calls for registering the players themselves how they are handled there brought into the IFA Or out of the IFA. I mean if appear
Spk 1: so, referees are appointed by the IFA. Representative insert invites the referee to being part of the system for the players. The team entered the details into the system.",,1
2774,1753,47,"As the IFA manager, I want to be able to approve new leagues that are added to the system, so that I can maintain integrity.","Spk 2: Okay. And and this level of the IFA Scheduler is uh you need approval from two of them. A second reviewer. In case of change.
Spk 1: The same role, they are colleagues, but different people. Okay. They play the same role but in the specific case they uh played the role of initiator and an approver.
Spk 2: Okay. Okay. We talked about the teams and the referees. I think we need to move to the fans.",,0
2777,4306,116,"As the IFA manager, I want to be able to approve new leagues that are added to the system, so that I can maintain integrity.","Spk 1: what else? So eventually should register to the system internet so we can be able to identification. Otherwise it would be just a guest.
Spk 0: Yeah, user profile for everyone. username. Okay. Mhm.
Spk 1: There was an issue out. How do I register a team? So processes that uh uh the team manager or the owner approached the IFA asked for uh opening a new team with status with a certain valid documents and then the IFA Approved its registration and point the registration. It can now manage a team with the players, the coaches, the stadium and other resources.",,0
2779,199,5,"As the IFA manager, I want to be able to approve new leagues that are added to the system, so that I can maintain integrity.","Spk 1: The IFA is only is making audits maybe set some regulation rules to what is the policies. So it it should have the ability to specify policy, budget policy in the system. So the system can alert of certain violation.
Spk 2: Okay. And your financial team can access financial data in the in the teams in themselves or in the clubs.
Spk 1: Right. The favorite administrative can see the uh diverse transactions.",,0
2781,1679,45,"As the IFA manager, I want to be able to approve new leagues that are added to the system, so that I can maintain integrity.","Spk 0: Yeah. So uh if I understand this correctly in the scheduling system or software that we will build um there at the very best level there exists a team of schedulers who look into the teams and then they schedule the games and then on top of it there, as I say, a master scheduler who approves this scheduling and in in case of weather changes that he he can manually change the scheduling and on top of the master scheduler a is an IFA Admin or team of admins who can again overlook and if they want to change it, they can explicitly say that. Why do they want to change the existing scheduling?
Spk 1: No there is only one level. The automatic scheduling and override by the IFA representative. Okay. Okay. Okay. Yeah just one level.
Spk 2: Okay. And and this level of the IFA Scheduler is uh you need approval from two of them. A second reviewer. In case of change.",,0
2904,4305,116,"As the IFA manager, I want to be able to approve new teams that are registered in the IFA system, so that I can maintain integrity.","Spk 1: what else? So eventually should register to the system internet so we can be able to identification. Otherwise it would be just a guest.
Spk 0: Yeah, user profile for everyone. username. Okay. Mhm.
Spk 1: There was an issue out. How do I register a team? So processes that uh uh the team manager or the owner approached the IFA asked for uh opening a new team with status with a certain valid documents and then the IFA Approved its registration and point the registration. It can now manage a team with the players, the coaches, the stadium and other resources.",,1
2905,1752,47,"As the IFA manager, I want to be able to approve new teams that are registered in the IFA system, so that I can maintain integrity.","Spk 2: Okay. And and this level of the IFA Scheduler is uh you need approval from two of them. A second reviewer. In case of change.
Spk 1: The same role, they are colleagues, but different people. Okay. They play the same role but in the specific case they uh played the role of initiator and an approver.
Spk 2: Okay. Okay. We talked about the teams and the referees. I think we need to move to the fans.",,0
2908,198,5,"As the IFA manager, I want to be able to approve new teams that are registered in the IFA system, so that I can maintain integrity.","Spk 1: The IFA is only is making audits maybe set some regulation rules to what is the policies. So it it should have the ability to specify policy, budget policy in the system. So the system can alert of certain violation.
Spk 2: Okay. And your financial team can access financial data in the in the teams in themselves or in the clubs.
Spk 1: Right. The favorite administrative can see the uh diverse transactions.",,0
2909,4490,121,"As the IFA manager, I want to be able to approve new teams that are registered in the IFA system, so that I can maintain integrity.","Spk 2: Okay. Uh Registering referees also called uh registering calls for registering the players themselves how they are handled there brought into the IFA Or out of the IFA. I mean if appear
Spk 1: so, referees are appointed by the IFA. Representative insert invites the referee to being part of the system for the players. The team entered the details into the system.
Spk 2: Okay? And the FAA. Has just audit the process. Doesn't have anything any input in it.",,0
2913,124,3,"As the IFA manager, I want to be able to approve new teams that are registered in the IFA system, so that I can maintain integrity.","Spk 1: No no no no no no. Okay. So the idea is that each team manage its own budget. The IFA only controls the ballance and monitor it to see that everything is managed properly. The responsibility for managing the budget is on the team, not only IFA.
Spk 0: Sorry, sorry to interrupt.
Spk 1: The IFA is only is making audits maybe set some regulation rules to what is the policies. So it it should have the ability to specify policy, budget policy in the system. So the system can alert of certain violation.",,0
3036,2841,76,"As the IFA, I want all different stakeholders of a game event to be notified in the same way and at the same time, so that I can be more efficient.","Spk 1: Yeah, because for the fans there is no direct communication in the fans. They have to, you know to initiate the fans, have to initiate the communication and not like we discussed before with the other notification mechanism. Uh this is one issue. Mm I think this is the main issue will be unable to the fans to register to specific information that they are interested in and then we push them the information. I think this is the main idea. Did this answer your question.
Spk 0: Yes, yes you did. Uh and also um for that to be to be system can we uh like if you like, and we incorporate some auto reminders, For example, your reporters do uh the as as we discussed that the team members also have to. The team manager has to support a submit a report to the IFA once a year. So some some kind of automatic reminder notification
Spk 1: Yeah yeah  for me, some kind of policy regulation in regards to the for the budget. Uh another issue, defend defend itself can itself can specify uh alerts, so for example, remind me five minutes before the game starts. Okay, So we're registered to the specific and you can, you know when it starts and then you can get an amplification as well.",,1
3037,2397,64,"As the IFA, I want all different stakeholders of a game event to be notified in the same way and at the same time, so that I can be more efficient.","Spk 1: So for each of the information that you currently mentioned, you can subscribe to it and then get notification. So for example, if it is registered to the game and the game was is already started and uh and then for example there is uh replacement of a player then when the referee is reporting it, you would get a notification. Okay. Okay.
Spk 0: All right. Um Fine. And uh the communications that we're talking about within a vial the budgeting by the reporting by the notifications. Uh So of course there will be app notifications. Uh Do we also need uh some email notifications or some direct messages?
Spk 1: No. No. I'll prefer that everything would be in the application of the website. I assume that the teams, for example, and uh on the IFA administrative would work with computers in kind of a web based application. The referee and the fans will probably have the app uh mobile applications so they can work with more easily.",,1
3039,2101,56,"As the IFA, I want all different stakeholders of a game event to be notified in the same way and at the same time, so that I can be more efficient.","Spk 1: So currently any information the fans would like nowadays, they need to pull the information. Yeah. You need to look for it. If you can change is the schedule. They need to look for it. Uh If a player post a message, you should look for it and things like that. Our view in the new systems, we would like the fan to get information from the system in a push mail. So for example, if he's interested in a, in a certain game Barcelona versus Real Madrid. Uh, so we would register to that game and you would get notifications, notifications regarding that game. For example, if the game of if the schedule is changed would get notification.
Spk 2: Okay.
Spk 1: I can also registered to one of its favourite players. For example, it would registered to Messi uh, page. And then uh, when Messi posts a message, you would get a notification from the system.",,1
3040,2471,66,"As the IFA, I want all different stakeholders of a game event to be notified in the same way and at the same time, so that I can be more efficient.","Spk 1: No. No. I'll prefer that everything would be in the application of the website. I assume that the teams, for example, and uh on the IFA administrative would work with computers in kind of a web based application. The referee and the fans will probably have the app uh mobile applications so they can work with more easily.
Spk 0: Okay, so there will be like two separate systems. One is the very official one for the budgeting and reporting purposes, and the other one will be a fan, fan, fan with the fun things. I would say
Spk 1: I would I want to say the same system, but it may have different interfaces. Okay. Certainly the upper layer of the presentation, there will be different uh of course with access with different tactical culture to the various stakeholders, but the goal of the system is the same with a unified system.",,0
3042,621,16,"As the IFA, I want all different stakeholders of a game event to be notified in the same way and at the same time, so that I can be more efficient.","Spk 2: Like other than the budgeting and the financials. Do you receive reports on the games themselves? What's happening with the scheduling? What? Yeah.
Spk 1: Okay. So what are currently what is being done in the er in the end the games that the referee probably is writing some kind of report and then you set it over to the IFA. The system, in the system to be Uh I would like them to referee to insert the events that occurred during the game. Real time. So I would expect him to use his mobile phone to record the event in real time. It can be the main referee or the side referee or they can insert and only then can insert event of the of the game. Since we would like to have the other information as reliable as possible. So only the referee can update the event that the country during the game. This can be for example scoring a goal and offside uh red card uh player replacement and things like that. So each event will have its timestamp the event itself and maybe additional information that is required for the specific event.
Spk 2: Okay I'm currently do you have, sorry",,0
3168,665,17,"As the IFA, I want player and match statistics to be derived directly from the reported match events, so that no extra work needs to be done.","Spk 1: Okay. So what are currently what is being done in the er in the end the games that the referee probably is writing some kind of report and then you set it over to the IFA. The system, in the system to be Uh I would like them to referee to insert the events that occurred during the game. Real time. So I would expect him to use his mobile phone to record the event in real time. It can be the main referee or the side referee or they can insert and only then can insert event of the of the game. Since we would like to have the other information as reliable as possible. So only the referee can update the event that the country during the game. This can be for example scoring a goal and offside uh red card uh player replacement and things like that. So each event will have its timestamp the event itself and maybe additional information that is required for the specific event.
Spk 2: Okay I'm currently do you have, sorry
Spk 1: Go ahead.",,1
3170,1072,28,"As the IFA, I want player and match statistics to be derived directly from the reported match events, so that no extra work needs to be done.","Spk 2: Okay.
Spk 1: There are two issues. The insertion of budget transaction and items. It's done only by the teams. Okay. They can only access their own data. Okay. The IFA then only view the entire monetary information. Okay. Okay. You can monitor, it cannot uh it can alert, it can uh request for details for adjustment but it cannot form operations over the data
Spk 0: Okay uh Yes. Uh Okay. We understand now what the requirements are with the reporting and the budget section. Uh Moving on to scheduling. Uh How do you schedule the matches now? Like how often do you plan a tournament? And how do you schedule the matches between teams?",,0
3171,591,15,"As the IFA, I want player and match statistics to be derived directly from the reported match events, so that no extra work needs to be done.","Spk 1: Which reports you're referring to?
Spk 2: Like other than the budgeting and the financials. Do you receive reports on the games themselves? What's happening with the scheduling? What? Yeah.
Spk 1: Okay. So what are currently what is being done in the er in the end the games that the referee probably is writing some kind of report and then you set it over to the IFA. The system, in the system to be Uh I would like them to referee to insert the events that occurred during the game. Real time. So I would expect him to use his mobile phone to record the event in real time. It can be the main referee or the side referee or they can insert and only then can insert event of the of the game. Since we would like to have the other information as reliable as possible. So only the referee can update the event that the country during the game. This can be for example scoring a goal and offside uh red card uh player replacement and things like that. So each event will have its timestamp the event itself and maybe additional information that is required for the specific event.",,1
3172,850,22,"As the IFA, I want player and match statistics to be derived directly from the reported match events, so that no extra work needs to be done.","Spk 2: and you can, you can export or you want to be able to export this data to like journalists or press or whatever. Okay. And this is not available now as far as I understand.
Spk 1: Indeed.
Spk 0: So the referee uh, data from referee is not at all confidential available very easily. Um there's one more reporting questions. So um is there any kind of reports that you receive or want to receive regarding? Say say I am a team manager. And do you want to report from me saying that I have a new player in my team or this player will be leaving my team? So if we played some tournaments, we had these many events and these many losses, something like that.",,0
3173,2330,62,"As the IFA, I want player and match statistics to be derived directly from the reported match events, so that no extra work needs to be done.","Spk 1: Indeed. But they also can register to that. Okay, you will follow, you follow its like, register,
Spk 0: Subscribe to the notifications and Yeah, okay, so the fan portal will have say, let's say it will have three different sections. So first section is where the fan can follow the, follow the player or follow the team and get notifications. Second section can be uh the live update section where fans can also see what referees posting from our referee reporting what referees posting. And then also we can include the live score that is going on in the match. And the third section will have the overall tournament scores and the ranking of each team
Spk 1: So for each of the information that you currently mentioned, you can subscribe to it and then get notification. So for example, if it is registered to the game and the game was is already started and uh and then for example there is uh replacement of a player then when the referee is reporting it, you would get a notification. Okay. Okay.",,0
3300,3153,85,"As the IFA, I want system users to only gain access to tools that are relevant for them, so that the system is less confusing.","Spk 1: Yeah that's a good idea. Uh We didn't talk about it but it might be some feature maybe in a future version. Yeah.
Spk 2: Okay. Um What what what level of involvement involvement do you expect your in house IT Team to have in the system and what level of and what do you want to outsource or or delegate to other campaigns?
Spk 1: So basically the IFA is not a software company. We were moving like uh to a uh to develop a maintenance system. So what we are looking for is a kind of outsourcing the entire development and maintenance. The communication between the software development and the IFA will be tasked through the information there IT Department. But the idea is that the uh IT department will out of the activity and the real development and we were essentially as the client for the company.",,0
3301,119,3,"As the IFA, I want system users to only gain access to tools that are relevant for them, so that the system is less confusing.","Spk 1: No no no no no no. Okay. So the idea is that each team manage its own budget. The IFA only controls the ballance and monitor it to see that everything is managed properly. The responsibility for managing the budget is on the team, not only IFA.
Spk 0: Sorry, sorry to interrupt.
Spk 1: The IFA is only is making audits maybe set some regulation rules to what is the policies. So it it should have the ability to specify policy, budget policy in the system. So the system can alert of certain violation.",,0
3302,193,5,"As the IFA, I want system users to only gain access to tools that are relevant for them, so that the system is less confusing.","Spk 1: The IFA is only is making audits maybe set some regulation rules to what is the policies. So it it should have the ability to specify policy, budget policy in the system. So the system can alert of certain violation.
Spk 2: Okay. And your financial team can access financial data in the in the teams in themselves or in the clubs.
Spk 1: Right. The favorite administrative can see the uh diverse transactions.",,0
3303,3227,87,"As the IFA, I want system users to only gain access to tools that are relevant for them, so that the system is less confusing.","Spk 1: So basically the IFA is not a software company. We were moving like uh to a uh to develop a maintenance system. So what we are looking for is a kind of outsourcing the entire development and maintenance. The communication between the software development and the IFA will be tasked through the information there IT Department. But the idea is that the uh IT department will out of the activity and the real development and we were essentially as the client for the company.
Spk 2: Okay. And also the after the system is up and running all the storage the computing everything should be handled by an external company sources around the cloud service or some kind of service in the uh Okay. Uh I I know it's a it's a very general question, but is there any legal or financial restrictions on the system to have, like there any data that's too confidential to store uh off sites or anything like this?
Spk 1: Um",,0
3306,3597,97,"As the IFA, I want system users to only gain access to tools that are relevant for them, so that the system is less confusing.","Spk 0: so uh so so this is the uh this I'm sorry I just got flustered. Uh This is the fun side of the players. But then do the players need to have a have an interface within the budgeting interface where they can see their salaries or something? No. No. Right.
Spk 1: No. This is the responsibility of the team, administration. The manager. The owner.
Spk 2: Yeah. Okay. I know we don't have details were in the preliminary phase but any any ideas about the timeline of the implementation, how things will move from the existing system to the new system. From my perspective, I mean as an IT Professional, what am I expecting in the next period if I work for IFA",,1
3433,590,15,"As the IFA, I want the match officials to directly report on game events, so that I can prevent unauthorized data sources being relevant.","Spk 1: Which reports you're referring to?
Spk 2: Like other than the budgeting and the financials. Do you receive reports on the games themselves? What's happening with the scheduling? What? Yeah.
Spk 1: Okay. So what are currently what is being done in the er in the end the games that the referee probably is writing some kind of report and then you set it over to the IFA. The system, in the system to be Uh I would like them to referee to insert the events that occurred during the game. Real time. So I would expect him to use his mobile phone to record the event in real time. It can be the main referee or the side referee or they can insert and only then can insert event of the of the game. Since we would like to have the other information as reliable as possible. So only the referee can update the event that the country during the game. This can be for example scoring a goal and offside uh red card uh player replacement and things like that. So each event will have its timestamp the event itself and maybe additional information that is required for the specific event.",,1
3435,2625,70,"As the IFA, I want the match officials to directly report on game events, so that I can prevent unauthorized data sources being relevant.","Spk 2: Uh We need or we were looking for the clarification about something that was mentioned that there are there is an unauthorized data collection of events occur in the game. It's a very it's a bit vague for us what kind of data is collected and how it is unauthorized.
Spk 1: So the data that's collected nowadays that uh, for example, if we are watch again and we can have it update through the news portal, uh, and at this minute we got score, a goal. So this minute there was an offset and things like that. But this is not an official one. So there is, there is a mixture of data. Okay. In the new system only the referee, you can update this through the system. So it's, it's coherent and reliable.
Spk 2: Okay. So, so you need the system to enable the referees and the official channels to be the only source of channel uh, of data about the games.",,1
3436,2699,72,"As the IFA, I want the match officials to directly report on game events, so that I can prevent unauthorized data sources being relevant.","Spk 2: Okay. So, so you need the system to enable the referees and the official channels to be the only source of channel uh, of data about the games.
Spk 1: Yeah. And the fans are of course exposed to it. So they don't need to look forward news portal. Just look into the system.
Spk 2: Okay. Okay. Um,",,1
3437,849,22,"As the IFA, I want the match officials to directly report on game events, so that I can prevent unauthorized data sources being relevant.","Spk 2: and you can, you can export or you want to be able to export this data to like journalists or press or whatever. Okay. And this is not available now as far as I understand.
Spk 1: Indeed.
Spk 0: So the referee uh, data from referee is not at all confidential available very easily. Um there's one more reporting questions. So um is there any kind of reports that you receive or want to receive regarding? Say say I am a team manager. And do you want to report from me saying that I have a new player in my team or this player will be leaving my team? So if we played some tournaments, we had these many events and these many losses, something like that.",,0
3440,923,24,"As the IFA, I want the match officials to directly report on game events, so that I can prevent unauthorized data sources being relevant.","Spk 0: So the referee uh, data from referee is not at all confidential available very easily. Um there's one more reporting questions. So um is there any kind of reports that you receive or want to receive regarding? Say say I am a team manager. And do you want to report from me saying that I have a new player in my team or this player will be leaving my team? So if we played some tournaments, we had these many events and these many losses, something like that.
Spk 1: Again, for the team, the entire resources of that. It's managed, for example the play the coaches uh statue the budget transaction, everything it can do whatever it likes. It it's open for the team so we can query and many of its own calculation. I'm not expecting that the city will support any kind of queries or allow. But the system will allow the team manager, the team administration to uh look into this data and then reform its analysis offline.
Spk 2: Okay. And the budgeting and the money. Our financial data is available to everybody inside IFA Or the finance department",,0
3564,1723,46,"As the IFA, I want the overriding of a generated schedule to need at least two certified IFA employees, so that I can avoid mistakes.","Spk 1: No there is only one level. The automatic scheduling and override by the IFA representative. Okay. Okay. Okay. Yeah just one level.
Spk 2: Okay. And and this level of the IFA Scheduler is uh you need approval from two of them. A second reviewer. In case of change.
Spk 1: The same role, they are colleagues, but different people. Okay. They play the same role but in the specific case they uh played the role of initiator and an approver.",,1
3566,1649,44,"As the IFA, I want the overriding of a generated schedule to need at least two certified IFA employees, so that I can avoid mistakes.","Spk 2: All right, okay.
Spk 0: Yeah. So uh if I understand this correctly in the scheduling system or software that we will build um there at the very best level there exists a team of schedulers who look into the teams and then they schedule the games and then on top of it there, as I say, a master scheduler who approves this scheduling and in in case of weather changes that he he can manually change the scheduling and on top of the master scheduler a is an IFA Admin or team of admins who can again overlook and if they want to change it, they can explicitly say that. Why do they want to change the existing scheduling?
Spk 1: No there is only one level. The automatic scheduling and override by the IFA representative. Okay. Okay. Okay. Yeah just one level.",,0
3568,1945,52,"As the IFA, I want the overriding of a generated schedule to need at least two certified IFA employees, so that I can avoid mistakes.","Spk 0: Yeah. Okay. So you mentioned this in your own uh in the software like this is how you should schedule.
Spk 1: uh policy you have at least uh you have the number of teams multiplied by two days where the next match
Spk 2: And you need to be to be able to define these parameters into the system to be built. Right.",,0
3570,1242,33,"As the IFA, I want the overriding of a generated schedule to need at least two certified IFA employees, so that I can avoid mistakes.","Spk 1: Okay. So in my view, the currently this is done also manually. The administer calls the referee. Can you uh can you participate in that game? And that's how the scheduling is happening and the enforcement of this policy, again, it's done manually. So for uh for the referee as well, the system should be uh should have some kind of uh guidance of how to allocate referees to games. For example, we wouldn't like the same refereee to participate in the game and two games of the same teams. Okay. Okay. Uh this yeah, for another example is that we would like to all referees to participate in the same number of games.
Spk 2: Okay,
Spk 1: So I would like the system to be able to uh facilitate the definition of such policy and then based on that policy to assign the referee to the games, it might be also that the system will enable the referees to install their preferences. Okay. For example, since I planned already my vacation for the next year, I cannot participate in these days. So when scheduling it will take these constraints as well.",,0
3574,4054,109,"As the IFA, I want the overriding of a generated schedule to need at least two certified IFA employees, so that I can avoid mistakes.","Spk 1: Currently in my view there is the IFA representative administration is one role that can do the budget and the scheduling and all activities. There are no separation among the various
Spk 2: okay so there is no uh specific departments for IT And finance and so on. There is nothing like this.
Spk 1: you're right there's only within the administration is only one role.",,0
3696,3294,89,"As the IFA, I want the system to be able to handle multiple languages, so that I can service leagues in different countries.","Spk 1: Um
Spk 2: legal data, anything. I'm just trying to eliminate, demarcate what inside and what is outside
Spk 1: That's a good question, because part of the things that we didn't talk about is the issue of localization. So the system is about to serve many people around the world. So it might be that we need uh to adjust the system to the local regulation, the local review. So, for example, in terms of language, in terms of currency, in terms of time zone, so this is important. Furthermore, certain countries do have restriction about the data. Yeah, I'm not sure if whether it's in a is right for every country in europe but in Germany, you're not allowed to exactly german data outside of the country. Exactly. Uh We should take this into consideration. Indeed that's a good question.",,1
3697,2443,66,"As the IFA, I want the system to be able to handle multiple languages, so that I can service leagues in different countries.","Spk 1: No. No. I'll prefer that everything would be in the application of the website. I assume that the teams, for example, and uh on the IFA administrative would work with computers in kind of a web based application. The referee and the fans will probably have the app uh mobile applications so they can work with more easily.
Spk 0: Okay, so there will be like two separate systems. One is the very official one for the budgeting and reporting purposes, and the other one will be a fan, fan, fan with the fun things. I would say
Spk 1: I would I want to say the same system, but it may have different interfaces. Okay. Certainly the upper layer of the presentation, there will be different uh of course with access with different tactical culture to the various stakeholders, but the goal of the system is the same with a unified system.",,0
3698,3368,91,"As the IFA, I want the system to be able to handle multiple languages, so that I can service leagues in different countries.","Spk 1: That's a good question, because part of the things that we didn't talk about is the issue of localization. So the system is about to serve many people around the world. So it might be that we need uh to adjust the system to the local regulation, the local review. So, for example, in terms of language, in terms of currency, in terms of time zone, so this is important. Furthermore, certain countries do have restriction about the data. Yeah, I'm not sure if whether it's in a is right for every country in europe but in Germany, you're not allowed to exactly german data outside of the country. Exactly. Uh We should take this into consideration. Indeed that's a good question.
Spk 2: Okay so should it be like uh your in house IT Team or technical team should decide what goes inside and what goes into the cloud. You have something like this in mind? I mean do we need to have that flexible or is it a question for later?
Spk 1: Yeah I think it should be uh we should have we should define it as uh initiative to discuss. So the the notion of where the data center for which label things like that uh should be allocated whether we have uh how do we actually distribute the data? Okay. Uh This is an important issue. In terms of uh security, the data is basically open for everyone except for the the budget. So maybe the budget data should be encrypted in some way to avoid leakage.",,1
3700,3146,85,"As the IFA, I want the system to be able to handle multiple languages, so that I can service leagues in different countries.","Spk 1: Yeah that's a good idea. Uh We didn't talk about it but it might be some feature maybe in a future version. Yeah.
Spk 2: Okay. Um What what what level of involvement involvement do you expect your in house IT Team to have in the system and what level of and what do you want to outsource or or delegate to other campaigns?
Spk 1: So basically the IFA is not a software company. We were moving like uh to a uh to develop a maintenance system. So what we are looking for is a kind of outsourcing the entire development and maintenance. The communication between the software development and the IFA will be tasked through the information there IT Department. But the idea is that the uh IT department will out of the activity and the real development and we were essentially as the client for the company.",,0
3701,3738,101,"As the IFA, I want the system to be able to handle multiple languages, so that I can service leagues in different countries.","Spk 2: maybe maybe not the time schedule more the sequence, the immigration process.
Spk 1: Maybe the priorities of the uh Okay. I would say that the basic of the system, meaning the teams setting the league, setting the season, uh register of the referees and the fans are the basic of the systems. So this should be at the first phase. Okay. The second phase will consist of the budgetary on the one and the scheduling on the other the third stage would be that the referee can uh update the the game information in real time. So this is the stages I'm expecting.
Spk 0: Okay, so first, very first the urgent one is the scheduling and then the budgeting and then uh okay. Um there was another line in documentation which said that officials of the IFA should be involved in the system? I have, the officials will have a role to play. Oh,",,0
3828,3147,85,"As the IFA, I want the system to be reliable while being used by at least 50.000 people at the same time, so that the user experience will be satisfactory.","Spk 1: Yeah that's a good idea. Uh We didn't talk about it but it might be some feature maybe in a future version. Yeah.
Spk 2: Okay. Um What what what level of involvement involvement do you expect your in house IT Team to have in the system and what level of and what do you want to outsource or or delegate to other campaigns?
Spk 1: So basically the IFA is not a software company. We were moving like uh to a uh to develop a maintenance system. So what we are looking for is a kind of outsourcing the entire development and maintenance. The communication between the software development and the IFA will be tasked through the information there IT Department. But the idea is that the uh IT department will out of the activity and the real development and we were essentially as the client for the company.",,0
3829,409,11,"As the IFA, I want the system to be reliable while being used by at least 50.000 people at the same time, so that the user experience will be satisfactory.","Spk 1: Indeed.
Spk 0: Okay. All right. Um and um can you uh give us an idea of the key people's, key people that are involved? For example of course the team manager will be involved. Your  financial people will be involved. So how many people can you say do get access to this whole budgeting system?
Spk 1: for the budgeting system? I think the IFA administrative and that's all that's all just the IFA And the teams. Okay. Okay. Okay.",,0
3830,2851,77,"As the IFA, I want the system to be reliable while being used by at least 50.000 people at the same time, so that the user experience will be satisfactory.","Spk 0: Yes, yes you did. Uh and also um for that to be to be system can we uh like if you like, and we incorporate some auto reminders, For example, your reporters do uh the as as we discussed that the team members also have to. The team manager has to support a submit a report to the IFA once a year. So some some kind of automatic reminder notification
Spk 1: Yeah yeah  for me, some kind of policy regulation in regards to the for the budget. Uh another issue, defend defend itself can itself can specify uh alerts, so for example, remind me five minutes before the game starts. Okay, So we're registered to the specific and you can, you know when it starts and then you can get an amplification as well.
Spk 2: Okay. I think We can we can talk about the technicalities of the system itself for a while. It was mentioned, for example, that it should be accessed by 50,000 people uh simultaneously and fast. Uh, any any clarification about how fast is it, what key performance indicators are expected?",,1
3832,3591,97,"As the IFA, I want the system to be reliable while being used by at least 50.000 people at the same time, so that the user experience will be satisfactory.","Spk 0: so uh so so this is the uh this I'm sorry I just got flustered. Uh This is the fun side of the players. But then do the players need to have a have an interface within the budgeting interface where they can see their salaries or something? No. No. Right.
Spk 1: No. This is the responsibility of the team, administration. The manager. The owner.
Spk 2: Yeah. Okay. I know we don't have details were in the preliminary phase but any any ideas about the timeline of the implementation, how things will move from the existing system to the new system. From my perspective, I mean as an IT Professional, what am I expecting in the next period if I work for IFA",,0
